,country,age_group,purpose,main_activity,info_source,tour_arrangement,package_accomodation,package_food,package_transport_tz,package_insurance,payment_mode,first_trip_tz,total_cost
838,SPAIN,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,14977578.0
839,CANADA,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,9116250.0
840,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,No,No,No,Cash,Yes,530400.0
841,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,No,No,Yes,Cash,Yes,5555940.0
842,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Conference tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,Cash,Yes,760000.0
843,INDONESIA,25-44,Other,Beach tourism,inflight magazines,Independent,No,No,No,No,Cash,No,8287500.0
844,GERMANY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,27912759.0
845,UNITED STATES OF AMERICA,45-64,Meetings and Conference,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Credit Card,Yes,1657500.0
846,TURKEY,25-44,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,1657500.0
847,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,Cash,Yes,2154750.0
848,TRINIDAD TOBACCO,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Credit Card,No,1657500.0
849,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,1657500.0
850,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,54531750.0
851,ISRAEL,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,45581250.0
852,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,10939500.0
853,KENYA,25-44,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,No,Yes,Yes,Credit Card,Yes,28509000.0
854,OMAN,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,4972500.0
855,UNITED STATES OF AMERICA,1-24,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1243125.0
856,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,7259850.0
857,ZAMBIA,45-64,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,779025.0
858,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,12265500.0
859,KENYA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,8627287.5
860,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,No,15580500.0
861,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,663000.0
862,SWEDEN,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,No,No,No,Cash,Yes,2070000.0
863,UNITED KINGDOM,1-24,Volunteering,Wildlife tourism,Tanzania Mission Abroad,Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8950500.0
864,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,8320650.0
865,AUSTRALIA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,2269330.0
866,FRANCE,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,7127250.0
867,GERMANY,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1657500.0
868,KENYA,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,Yes,248625.0
869,RWANDA,25-44,Meetings and Conference,Beach tourism,Trade fair,Package Tour,No,No,No,No,Cash,Yes,1392300.0
870,BURUNDI,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2750000.0
871,ITALY,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,2320500.0
872,GERMANY,25-44,Scientific and Academic,Hunting tourism,"Friends, relatives",Package Tour,Yes,No,No,No,Cash,Yes,253000.0
873,UNITED KINGDOM,1-24,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,545317.5
874,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5304000.0
875,ZAMBIA,25-44,Other,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,400000.0
876,UGANDA,25-44,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,200000.0
877,UGANDA,25-44,Visiting Friends and Relatives,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,Yes,300000.0
878,BURUNDI,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1065000.0
879,UNITED KINGDOM,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,331500.0
880,ITALY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,16134936.3
881,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,6132750.0
882,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,106000.0
883,UGANDA,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,690000.0
884,ZAMBIA,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1300000.0
885,UGANDA,25-44,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,150000.0
886,BURUNDI,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,130000.0
887,UGANDA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,120000.0
888,ITALY,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Credit Card,No,12597000.0
889,GERMANY,45-64,Visiting Friends and Relatives,Bird watching,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,No,663000.0
890,SOUTH AFRICA,1-24,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,2469675.0
891,UNITED STATES OF AMERICA,1-24,Leisure and Holidays,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,3513900.0
892,NEW ZEALAND,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,17403750.0
893,FRANCE,25-44,Visiting Friends and Relatives,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,226933.0
894,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,6630000.0
895,UNITED KINGDOM,1-24,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,203000.0
896,UNITED KINGDOM,45-64,Scientific and Academic,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,4143750.0
897,IRELAND,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,5718375.0
898,ITALY,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,8295787.5
899,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,48897907.5
900,AUSTRALIA,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,7873125.0
901,SOUTH AFRICA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,4143750.0
902,KENYA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,2390115.0
903,KENYA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,175000.0
904,SPAIN,25-44,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,Cash,Yes,2269330.0
905,CANADA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5337150.0
906,GERMANY,45-64,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,4143750.0
907,SOUTH AFRICA,45-64,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,No,4972500.0
908,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,3403995.0
909,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,2942062.5
910,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,1574625.0
911,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,25525500.0
912,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,23205000.0
913,RWANDA,25-44,Meetings and Conference,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,497250.0
914,BELGIUM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,Yes,Cash,Yes,18232500.0
915,UNITED STATES OF AMERICA,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,530400.0
916,JAPAN,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,2403375.0
917,ITALY,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,No,82957875.0
918,KENYA,25-44,Scientific and Academic,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1000000.0
919,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,17155125.0
920,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,18066750.0
921,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,3315000.0
922,UNITED KINGDOM,1-24,Volunteering,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3315000.0
923,FRANCE,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,16575000.0
924,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,4309500.0
925,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,10110750.0
926,ITALY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,25359750.0
927,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,No,321555.0
928,KOREA,25-44,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,4972500.0
929,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1201687.5
930,FRANCE,45-64,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,13851990.32
931,MALAWI,25-44,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,994500.0
932,ZAMBIA,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,171000.0
933,UNITED KINGDOM,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,6954870.0
934,ZAMBIA,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,306000.0
935,UNITED KINGDOM,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,15885310.0
936,GERMANY,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,9945000.0
937,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,1491750.0
938,UNITED KINGDOM,1-24,Volunteering,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,453866.0
939,UNITED KINGDOM,45-64,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,Cash,No,6807990.0
940,UNITED STATES OF AMERICA,1-24,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,828750.0
941,KENYA,45-64,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,No,828750.0
942,NETHERLANDS,25-44,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,7261856.0
943,SWIZERLAND,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Cash,No,18232500.0
944,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,No,59752875.0
945,SWEDEN,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2817750.0
946,SPAIN,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,17473841.0
947,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,51382500.0
948,MALAWI,25-44,Business,Mountain climbing,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,No,4972500.0
949,FRANCE,1-24,Leisure and Holidays,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,497250.0
950,NORWAY,25-44,Volunteering,Conference tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,2652000.0
951,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,14088750.0
952,AUSTRALIA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,16989375.0
953,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,Yes,20055750.0
954,SWIZERLAND,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,No,23569650.0
955,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,6298500.0
956,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,49890750.0
957,GHANA,45-64,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,Yes,10000000.0
958,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,7942655.0
959,GERMANY,25-44,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,6217964.2
960,UNITED STATES OF AMERICA,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1989000.0
961,KENYA,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,663000.0
962,UNITED KINGDOM,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,5690100.0
963,UNITED KINGDOM,45-64,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,828750.0
964,IRELAND,45-64,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,No,Cash,Yes,3978000.0
965,PAKISTAN,25-44,Scientific and Academic,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2154750.0
966,ITALY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,No,2496263.0
967,FRANCE,1-24,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,4226625.0
968,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,140000.0
969,ZIMBABWE,25-44,Visiting Friends and Relatives,Beach tourism,others,Independent,No,No,No,No,Cash,No,497250.0
970,RWANDA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,244000.0
971,ISRAEL,1-24,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,2320500.0
972,ZAMBIA,25-44,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,No,1989000.0
973,KENYA,45-64,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,Cash,No,179322.0
974,IRAQ,25-44,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,1243125.0
975,ZIMBABWE,25-44,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,157462.5
976,ISRAEL,25-44,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,1989000.0
977,UNITED STATES OF AMERICA,1-24,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8287500.0
978,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,24696750.0
979,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,3149250.0
980,UNITED KINGDOM,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,No,20635875.0
981,OMAN,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,100000.0
982,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,15497625.0
983,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,18895500.0
984,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,Yes,Yes,No,Yes,Cash,Yes,9282000.0
985,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,4558125.0
986,FRANCE,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1657500.0
987,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,Yes,Yes,Yes,No,Cash,Yes,21050250.0
988,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,No,Credit Card,Yes,4143750.0
989,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,No,No,Cash,Yes,3596775.0
990,GERMANY,45-64,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,14088750.0
991,GERMANY,25-44,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Credit Card,No,580125.0
992,SOUTH AFRICA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,16575000.0
993,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,33895875.0
994,ITALY,1-24,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,6132750.0
